订单编号,下单国家,店铺名,订单拥有账户,买家昵称,创建时间,买家留言,订单状态,出单汇率,平台佣金,交易费用,服务费,优惠券,预估运费,实际运费,退款,总费用,商品收入,运费收入,平台补贴,其他收入,总收入,订单实际收入（订单总收入-订单总费用）,预估收入（人民币）,购买的商品
221111RUXRHWT9,越南,dx795.vn,10,phamtuanh23,2022-11-11 16:30:59,无留言,线上支付,0.000291,3465.0,1199.0,4200.0,3500.0,21500.0,21500.0,0.0,33864.0,56001.0,2000.0,15000.0,0.0,73001.0,39137.0,11.388867,"[['HA0422-Taiyaki-Shiba Inu (Plush New)-16cm', 'https://vn.xiapibuy.com/product/822397021/18728760245', 1]]"
221111RTE44EP8,波兰,dx795.pl,10,m_1ru2oh3g,2022-11-11 16:03:47,无留言,线上支付,1.4955,0.82,0.29,0.27,0.0,9.86,9.73,0.0,11.11,11.18,3.49,0.0,0.0,14.67,0.81,1.2113550000000002,"[['HI6423-Yellow', 'https://pl.xiapibuy.com/product/830126440/20629509794', 1]]"
221111RSRMNY9E,新加坡,pet795.sg,10,priya_v,2022-11-11 15:51:51,无留言,线上支付,5.1186,1.16,0.35,1.06,1.0,10.87,11.32,0.0,14.89,17.5,1.0,0.0,0.0,18.5,3.61,18.478146,"[['GA0088-White', 'https://sg.xiapibuy.com/product/839319580/20033448831', 1], ['GC2486-Brown-50cm', 'https://sg.xiapibuy.com/product/839319580/20833448455', 1]]"
221111RNDV859R,巴西,dx795.br,10,joanaeraissa,2022-11-11 14:34:42,无留言,线上支付,1.4032,2.52,0.63,1.89,1.67,36.6,33.4,0.0,40.11,33.21,0.0,20.0,0.0,53.21,13.1,18.38192,"[['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 1], ['HB4910-Blue', 'https://br.xiapibuy.com/product/799345426/18420589437', 1], ['HB4910-Red', 'https://br.xiapibuy.com/product/799345426/18420589437', 1], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 1]]"
221111RMAED3FR,越南,dx795.vn,10,thanhjin18,2022-11-11 14:14:22,无留言,货到付款,0.000291,7329.0,2773.0,8883.0,3500.0,54300.0,66000.0,0.0,88485.0,114543.0,15000.0,15000.0,0.0,144543.0,56058.0,16.312878,"[['HA2320-Surprised Style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111RKVCAG8W,越南,dx795.vn,10,thanhjin18,2022-11-11 14:07:16,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,24300.0,24300.0,0.0,24300.0,114543.0,0.0,0.0,0.0,114543.0,90243.0,26.260713000000003,"[['HA2320-Surprised Style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111RKFH5M7N,波兰,pet795.pl,10,polewa1966,2022-11-11 13:59:18,无留言,线上支付,1.4955,3.54,0.97,1.18,2.5,28.17,27.13,0.0,35.32,50.93,0.0,5.68,0.0,56.61,12.23,18.289965,"[['GA6749-24x24x10cm', 'https://pl.xiapibuy.com/product/845153621/18239173619', 1]]"
221111RKAMSEHC,越南,dx795.vn,10,buihuyhung243,2022-11-11 13:56:38,无留言,货到付款,0.000291,0.0,2443.0,0.0,3500.0,41300.0,51200.0,111043.0,168186.0,114543.0,0.0,17000.0,0.0,131543.0,-36643.0,-10.663113,"[['HA2320-Smile style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111RGE4NWK3,越南,dx795.vn,10,nhidong14,2022-11-11 13:04:53,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,49500.0,49500.0,0.0,49500.0,223814.0,0.0,0.0,0.0,223814.0,174314.0,50.725374,"[['HA0439-A-28cm', 'https://vn.xiapibuy.com/product/822397021/15193818628', 1], ['HR3261-Yellow-Box', 'https://vn.xiapibuy.com/product/822397021/19029804470', 1], ['HA2320-Smile style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111RG3MVRA8,越南,dx795.vn,10,duongkimha_04,2022-11-11 12:58:59,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,9000.0,9000.0,0.0,9000.0,108642.0,0.0,0.0,0.0,108642.0,99642.0,28.995822000000004,"[['HA0422-Taiyaki-Shiba Inu (Plush New)-16cm', 'https://vn.xiapibuy.com/product/822397021/18728760245', 1], ['HA0422-Taiyaki-Pig (Plush New)-16cm', 'https://vn.xiapibuy.com/product/822397021/18728760245', 1]]"
221111RDFV32X8,巴西,dx795.br,10,tgnopikfj_,2022-11-11 12:13:48,无留言,线上支付,1.4032,3.15,0.79,2.37,0.0,35.2,33.4,0.0,39.71,39.42,0.0,15.0,0.0,54.42,14.71,20.641072,"[['HJ8592-Random', 'https://br.xiapibuy.com/product/799345426/13994484676', 2]]"
221111RBSVXH95,越南,dx795.vn,10,coconuthchy,2022-11-11 11:42:07,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,24300.0,24300.0,0.0,24300.0,114543.0,0.0,0.0,0.0,114543.0,90243.0,26.260713000000003,"[['HA2320-Surprised Style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111RB5V45KG,智利,dx795.cl,10,jby4khzjno,2022-11-11 11:30:57,无留言,线上支付,0.007488,4087.0,797.0,2452.0,0.0,20050.0,19100.0,0.0,26436.0,40871.0,0.0,1860.0,0.0,42731.0,16295.0,122.01696,"[['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 2], ['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 2], ['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 2], ['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 1]]"
221111RANEQB42,巴西,dx795.br,10,haressa1,2022-11-11 11:23:35,无留言,线上支付,1.4032,3.26,0.82,2.45,1.0,34.6,36.4,0.0,43.93,41.76,0.0,18.0,0.0,59.76,15.83,22.212656,"[['HA0900-Snail', 'https://br.xiapibuy.com/product/799345426/13096942216', 1], ['HJ0852-A', 'https://br.xiapibuy.com/product/799345426/23200926608', 1]]"
221111RA2F790J,巴西,dx795.br,10,haressa1,2022-11-11 11:11:47,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,41.76,0.0,0.0,0.0,41.76,36.76,51.581632,"[['HA0900-Snail', 'https://br.xiapibuy.com/product/799345426/13096942216', 1], ['HJ0852-A', 'https://br.xiapibuy.com/product/799345426/23200926608', 1]]"
221111R6FMPEJ1,哥伦比亚,pet795.co,10,uxlrg2oswd,2022-11-11 10:07:02,无留言,线上支付,0.001494,4271.0,1016.0,2562.0,0.0,32900.0,30500.0,0.0,38349.0,50822.0,0.0,8000.0,0.0,58822.0,12358.0,18.462852,"[['GA7738-#5', 'https://co.xiapibuy.com/product/843457396/18435237240', 1], ['GA0073-Red-S', 'https://co.xiapibuy.com/product/843457396/19535236877', 1], ['GA7738-#2', 'https://co.xiapibuy.com/product/843457396/18435237240', 1]]"
221111R60SPNCT,菲律宾,dx795.ph,10,dexcelrosejemenezlapinig,2022-11-11 09:58:27,无留言,货到付款,0.123,11.0,4.0,15.0,21.0,126.5,122.0,0.0,173.0,208.0,0.0,45.0,0.0,253.0,80.0,9.84,"[['HE6165-Random Color-48CM', 'https://ph.xiapibuy.com/product/822395589/12895377274', 3]]"
221111R5KH9FXH,泰国,dx795.th,10,klui_todsaphol,2022-11-11 09:51:01,无留言,线上支付,0.1905,7.0,3.0,6.0,8.0,52.0,50.0,0.0,74.0,117.0,22.0,0.0,0.0,139.0,65.0,12.3825,"[['HJ0864-1 Pcs Smile face', 'https://th.xiapibuy.com/product/822398156/20025705750', 2], ['HJ0864-1 Pcs Big eyes', 'https://th.xiapibuy.com/product/822398156/20025705750', 2], ['HI1918-1pcs（randomly color）', 'https://th.xiapibuy.com/product/822398156/20028612944', 1], ['HI1918-1pcs（randomly color）', 'https://th.xiapibuy.com/product/822398156/20028612944', 1]]"
221111R4R438EK,巴西,dx795.br,10,josirv,2022-11-11 09:35:53,无留言,线上支付,1.4032,4.62,1.16,3.47,1.0,49.9,46.3,0.0,56.55,58.79,0.0,18.0,0.0,76.79,20.24,28.400768,"[['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 1], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 3], ['HJ0864-1 Pcs Big eyes', 'https://br.xiapibuy.com/product/799345426/17577525833', 2], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 1]]"
221111R4MXVJH1,越南,pet795.vn,10,huy4601,2022-11-11 09:34:01,无留言,货到付款,0.000291,768.0,256.0,931.0,1293.0,19700.0,18800.0,0.0,22048.0,12926.0,2000.0,15000.0,0.0,29926.0,7878.0,2.292498,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111R323V60A,越南,dx795.vn,10,vuquynhhuongzoi,2022-11-11 09:05:31,无留言,货到付款,0.000291,7329.0,2311.0,8883.0,3500.0,41300.0,50300.0,0.0,72323.0,114543.0,2000.0,15000.0,0.0,131543.0,59220.0,17.23302,"[['HA2320-Surprised Style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111R203V8F6,越南,dx795.vn,10,huyduyccc,2022-11-11 08:46:28,无留言,货到付款,0.000291,6840.0,2610.0,8291.0,0.0,61500.0,44400.0,0.0,62141.0,103639.0,15000.0,15000.0,0.0,133639.0,71498.0,20.805918,"[['HA9755-48cm', 'https://vn.xiapibuy.com/product/822397021/15092258177', 1]]"
221111R1K3Y1S8,新加坡,dx795.sg,10,paetaykh,2022-11-11 08:39:13,无留言,线上支付,5.1186,0.96,0.29,0.88,0.7,4.12,4.27,0.0,7.1,14.4,1.0,0.0,0.0,15.4,8.3,42.48438,"[['HA1692-Sloth-38*25cm(0.2kg)', 'https://sg.xiapibuy.com/product/814881351/19028684586', 1]]"
221111QTMB7MGT,越南,pet795.vn,10,nhat_le16.9,2022-11-11 06:34:36,无留言,货到付款,0.000291,1296.0,476.0,1571.0,0.0,19700.0,19700.0,0.0,23043.0,19632.0,2000.0,15000.0,0.0,36632.0,13589.0,3.954399,"[['GD6514-White', 'https://vn.xiapibuy.com/product/841366633/20137552929', 1]]"
221111QSRR8U52,新加坡,dx795.sg,10,alinehcy,2022-11-11 06:19:11,无留言,线上支付,5.1186,0.32,0.06,0.3,0.25,1.87,1.87,0.0,2.8,4.85,0.0,1.0,0.0,5.85,3.05,15.611729999999998,"[['HA2769-30cm-Matches', 'https://sg.xiapibuy.com/product/814881351/21822112578', 1]]"
221111QRWMCX3F,巴西,dx795.br,10,sej33pkkrv,2022-11-11 06:04:01,无留言,线上支付,1.4032,11.41,2.85,8.56,4.0,74.8,58.6,0.0,85.42,146.64,0.0,15.0,0.0,161.64,76.22,106.951904,"[['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 3], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 3], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 3], ['HJ0864-1 Pcs Smile face', 'https://br.xiapibuy.com/product/799345426/17577525833', 11]]"
221111QMPBKDCY,越南,pet795.vn,10,1z2b3c._,2022-11-11 04:48:21,无留言,货到付款,0.000291,2934.0,978.0,3557.0,4941.0,24900.0,23100.0,0.0,35510.0,49401.0,0.0,15000.0,0.0,64401.0,28891.0,8.407281000000001,"[['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GE2792-5', 'https://vn.xiapibuy.com/product/841366633/20250397013', 1], ['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111QJQXK5DS,巴西,dx795.br,10,1ogulbvi0l,2022-11-11 04:13:27,无留言,线上支付,1.4032,3.85,0.96,2.89,2.0,37.9,36.1,0.0,45.8,50.14,0.0,15.0,0.0,65.14,19.34,27.137888,"[['HG6666-B', 'https://br.xiapibuy.com/product/799345426/14588666362', 1], ['HG6666-C', 'https://br.xiapibuy.com/product/799345426/14588666362', 1], ['HG6666-D', 'https://br.xiapibuy.com/product/799345426/14588666362', 1], ['HG6666-A', 'https://br.xiapibuy.com/product/799345426/14588666362', 1]]"
221111QJPMNTRF,泰国,dx795.th,10,chanonthaennin,2022-11-11 04:12:45,无留言,线上支付,0.1905,4.0,2.0,3.0,0.0,42.0,41.0,0.0,50.0,59.0,29.0,0.0,0.0,88.0,38.0,7.239,"[['HJ0864-1 Pcs Smile face', 'https://th.xiapibuy.com/product/822398156/20025705750', 2], ['HJ0864-1 Pcs Big eyes', 'https://th.xiapibuy.com/product/822398156/20025705750', 1]]"
221111QE2D06PX,越南,pet795.vn,10,nguyenlinhchi3004,2022-11-11 02:49:49,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,42300.0,42300.0,0.0,42300.0,101128.0,0.0,0.0,0.0,101128.0,58828.0,17.118948000000003,"[['GA6239-Medium（6cm）-Bungee cord', 'https://vn.xiapibuy.com/product/841366633/18934362119', 1], ['GA0145-Blue', 'https://vn.xiapibuy.com/product/841366633/21247110829', 1], ['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111QCY3Y4QE,巴西,dx795.br,10,rogeriomoises40,2022-11-11 02:30:05,无留言,线上支付,1.4032,6.27,1.87,4.7,2.0,52.3,52.3,0.0,67.14,80.35,15.0,0.0,0.0,95.35,28.21,39.584272,"[['HA3298-A-35cm', 'https://br.xiapibuy.com/product/799345426/16085680726', 1], ['HA3298-B-35cm', 'https://br.xiapibuy.com/product/799345426/16085680726', 1]]"
221111QC0GDQD7,越南,dx795.vn,10,leanphong17,2022-11-11 02:27:33,无留言,线上支付,0.000291,7329.0,2487.0,8883.0,3500.0,41300.0,51200.0,0.0,73399.0,114543.0,2000.0,15000.0,0.0,131543.0,58144.0,16.919904000000002,"[['HA2320-Smile style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111QCM6XU2C,越南,pet795.vn,10,quyen..1001,2022-11-11 02:24:01,无留言,线上支付,0.000291,853.0,236.0,1034.0,0.0,17700.0,16800.0,0.0,18923.0,12926.0,0.0,15000.0,0.0,27926.0,9003.0,2.619873,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111QB7BJC86,越南,pet795.vn,10,hangockimquynh,2022-11-11 02:12:51,无留言,货到付款,0.000291,2759.0,964.0,3344.0,0.0,24200.0,23300.0,0.0,30367.0,41799.0,2000.0,15000.0,0.0,58799.0,28432.0,8.273712000000002,"[['GA7315-1PCS Palisades', 'https://vn.xiapibuy.com/product/841366633/18339802187', 1], ['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GA2793-Green', 'https://vn.xiapibuy.com/product/841366633/20834916731', 1]]"
221111QA673WDM,越南,dx795.vn,10,h3okhjz,2022-11-11 01:48:55,无留言,线上支付,0.000291,15171.0,4881.0,18389.0,25541.0,57500.0,61100.0,0.0,125082.0,255402.0,0.0,17000.0,0.0,272402.0,147320.0,42.87012000000001,"[['HJ3174-Doraemon', 'https://vn.xiapibuy.com/product/822397021/18825671090', 1], ['HA7931-Blue Cat Back Hand Style-45cm', 'https://vn.xiapibuy.com/product/822397021/18925671110', 1]]"
221111QA8MA0JF,越南,dx795.vn,10,cadie232,2022-11-11 01:46:14,无留言,线上支付,0.000291,3932.0,1081.0,4766.0,3500.0,28500.0,29400.0,0.0,42679.0,63078.0,0.0,15000.0,0.0,78078.0,35399.0,10.301109,"[['HA0019-20cm', 'https://vn.xiapibuy.com/product/822397021/18339497182', 1]]"
221111Q9YDKMKD,新加坡,pet795.sg,10,izzygabbyc,2022-11-11 01:43:56,无留言,线上支付,5.1186,1.12,0.31,1.03,1.0,4.72,5.02,0.0,8.48,17.0,0.0,1.0,0.0,18.0,9.52,48.729072,"[['GA8323-Orange', 'https://sg.xiapibuy.com/product/839319580/20833448470', 1], ['GA8323-Blue', 'https://sg.xiapibuy.com/product/839319580/20833448470', 1], ['GA8323-Purple', 'https://sg.xiapibuy.com/product/839319580/20833448470', 1], ['GA8323-Green', 'https://sg.xiapibuy.com/product/839319580/20833448470', 1]]"
221111Q914T2GF,越南,dx795.vn,10,emilyhuynh759x,2022-11-11 01:39:47,无留言,货到付款,0.000291,5284.0,1805.0,6405.0,3500.0,29600.0,27800.0,0.0,44794.0,83568.0,2000.0,15000.0,0.0,100568.0,55774.0,16.230234000000003,"[['HX4314-B(no box)', 'https://vn.xiapibuy.com/product/822397021/21842901759', 1], ['HX4314-D(no box)', 'https://vn.xiapibuy.com/product/822397021/21842901759', 1]]"
221111Q9ENMGP9,越南,dx795.vn,10,quangduyne,2022-11-11 01:34:56,无留言,线上支付,0.000291,6593.0,2528.0,7992.0,0.0,42600.0,26900.0,0.0,44013.0,99898.0,15000.0,15000.0,0.0,129898.0,85885.0,24.992535000000004,"[['HA8414-Rose Red-15cm', 'https://vn.xiapibuy.com/product/822397021/18125670576', 2]]"
221111Q9H8KSXU,越南,pet795.vn,10,nhucutehiendiudethuong_03,2022-11-11 01:34:27,无留言,货到付款,0.000291,853.0,328.0,1034.0,0.0,19700.0,18800.0,0.0,21015.0,12926.0,2000.0,15000.0,0.0,29926.0,8911.0,2.5931010000000003,"[['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q96WTPB8,巴西,dx795.br,10,mariamanaia,2022-11-11 01:30:38,无留言,线上支付,1.4032,7.84,1.96,5.88,2.0,67.0,64.3,0.0,81.98,99.99,0.0,18.0,0.0,117.99,36.01,50.529232,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/799345426/14588666368', 1]]"
221111Q91NYCP4,越南,pet795.vn,10,minhthien.hu.jp,2022-11-11 01:29:01,无留言,线上支付,0.000291,1621.0,540.0,1965.0,0.0,20400.0,17700.0,0.0,21826.0,24560.0,0.0,15000.0,0.0,39560.0,17734.0,5.160594000000001,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q8XFT7QM,越南,pet795.vn,10,hongviet76,2022-11-11 01:27:04,无留言,线上支付,0.000291,768.0,256.0,931.0,1293.0,17700.0,16800.0,0.0,20048.0,12926.0,0.0,15000.0,0.0,27926.0,7878.0,2.292498,"[['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q8Q56BNC,越南,pet795.vn,10,phuonggthaoo281,2022-11-11 01:21:27,无留言,货到付款,0.000291,853.0,259.0,1034.0,0.0,17700.0,16800.0,0.0,18946.0,12926.0,0.0,15000.0,0.0,27926.0,8980.0,2.6131800000000003,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q8EFNNCX,越南,dx795.vn,10,ctuong_0803,2022-11-11 01:17:53,无留言,货到付款,0.000291,3399.0,1406.0,4120.0,0.0,36300.0,35400.0,0.0,44325.0,51494.0,15000.0,15000.0,0.0,81494.0,37169.0,10.816179000000002,"[['HA8414-Rose Red-15cm', 'https://vn.xiapibuy.com/product/822397021/18125670576', 1]]"
221111Q8G9U75Q,越南,pet795.vn,10,bonboncatnhat,2022-11-11 01:15:02,无留言,线上支付,0.000291,16925.0,5466.0,20516.0,15000.0,71700.0,43800.0,0.0,101707.0,271446.0,0.0,15000.0,0.0,286446.0,184739.0,53.759049000000005,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 5], ['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 8], ['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 8]]"
221111Q8CJN7DD,越南,dx795.vn,10,anhsaohothi,2022-11-11 01:13:59,无留言,货到付款,0.000291,2631.0,877.0,3190.0,4431.0,20400.0,20400.0,0.0,31529.0,44302.0,0.0,15000.0,0.0,59302.0,27773.0,8.081943,"[['HA8414-Wine red-15cm', 'https://vn.xiapibuy.com/product/822397021/18125670576', 1]]"
221111Q8CJNR9Y,越南,pet795.vn,10,tieuha9999,2022-11-11 01:13:01,无留言,货到付款,0.000291,853.0,265.0,1034.0,0.0,19700.0,18800.0,0.0,20952.0,12926.0,2000.0,15000.0,0.0,29926.0,8974.0,2.611434,"[['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q8BXK8KP,越南,dx795.vn,10,nguyenhianggiap1234.,2022-11-11 01:12:49,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,24300.0,24300.0,0.0,24300.0,114543.0,0.0,0.0,0.0,114543.0,90243.0,26.260713000000003,"[['HA2320-Surprised Style-40cm(0.4kg)', 'https://vn.xiapibuy.com/product/822397021/20426501564', 1]]"
221111Q860Y97C,越南,pet795.vn,10,mytrou15,2022-11-11 01:07:27,无留言,线上支付,0.000291,1621.0,549.0,1965.0,0.0,22400.0,20600.0,0.0,24735.0,24560.0,2000.0,15000.0,0.0,41560.0,16825.0,4.896075000000001,"[['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q83W6XPN,越南,dx795.vn,10,9ey4xisrv3,2022-11-11 01:05:44,无留言,货到付款,0.000291,2924.0,975.0,3544.0,0.0,20400.0,20400.0,0.0,27843.0,44302.0,0.0,15000.0,0.0,59302.0,31459.0,9.154569,"[['HA8414-Wine red-15cm', 'https://vn.xiapibuy.com/product/822397021/18125670576', 1]]"
221111Q84J6E2U,越南,pet795.vn,10,nhat_le_0506,2022-11-11 01:05:27,无留言,线上支付,0.000291,2227.0,742.0,2699.0,3749.0,23100.0,19500.0,0.0,28917.0,37486.0,0.0,15000.0,0.0,52486.0,23569.0,6.858579000000001,"[['GA6021-Caterpillar1', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1], ['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q82RYTTX,越南,pet795.vn,10,truongthidieulinh182,2022-11-11 01:05:10,无留言,线上支付,0.000291,1296.0,432.0,1571.0,0.0,17700.0,17700.0,0.0,20999.0,19632.0,0.0,15000.0,0.0,34632.0,13633.0,3.967203000000001,"[['GD6514-dark blue', 'https://vn.xiapibuy.com/product/841366633/20137552929', 1]]"
221111Q82EDTGA,越南,pet795.vn,10,hongthien08041998,2022-11-11 01:04:04,无留言,线上支付,0.000291,853.0,328.0,1034.0,0.0,19700.0,18800.0,0.0,21015.0,12926.0,2000.0,15000.0,0.0,29926.0,8911.0,2.5931010000000003,"[['GA6021-Dragonfly', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221111Q7YJXGKS,越南,dx795.vn,10,9ey4xisrv3,2022-11-11 01:01:03,无留言,货到付款,0.000291,0.0,0.0,0.0,0.0,5400.0,5400.0,0.0,5400.0,44302.0,0.0,0.0,0.0,44302.0,38902.0,11.320482,"[['HA8414-Wine red-15cm', 'https://vn.xiapibuy.com/product/822397021/18125670576', 1]]"
221111Q7ME7156,菲律宾,dx795.ph,10,rhea.tandoc,2022-11-11 01:00:41,无留言,货到付款,0.123,25.0,9.0,33.0,25.0,218.0,209.0,0.0,301.0,436.0,0.0,60.0,0.0,496.0,195.0,23.985,"[['HA7270-Pointed Missile Gray-50cm 0.4kg', 'https://ph.xiapibuy.com/product/822395589/16179790781', 1]]"
221111Q725KV1F,巴西,dx795.br,10,deluxe_papelaria,2022-11-11 00:53:54,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,99.99,0.0,0.0,0.0,99.99,50.99,71.549168,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/799345426/14588666368', 1]]"
221111Q5DBSR6U,波兰,dx795.pl,10,01a2tklnpg,2022-11-11 00:22:25,无留言,线上支付,1.4955,0.83,0.3,0.28,0.0,8.3,7.65,0.0,9.06,11.35,3.49,0.0,0.0,14.84,3.0,4.4865,"[['HA6917-B', 'https://pl.xiapibuy.com/product/830126440/18849391967', 1]]"
221110Q479XDSN,波兰,dx795.pl,10,01a2tklnpg,2022-11-10 23:53:36,无留言,已作废,1.4955,0.83,0.3,0.28,0.0,6.74,6.74,0.0,8.15,11.35,3.49,0.0,0.0,14.84,6.69,10.004895,"[['HA6917-B', 'https://pl.xiapibuy.com/product/830126440/18849391967', 1]]"
221110Q2U79X51,波兰,pet795.pl,10,8_sed0efcw,2022-11-10 23:28:59,无留言,线上支付,1.4955,1.31,0.42,0.44,1.0,9.36,8.8,0.0,11.97,18.95,2.99,0.0,0.0,21.94,6.05,9.047775,"[['GA3287-Random（1 pcs）', 'https://pl.xiapibuy.com/product/845153621/17482675521', 1]]"
221110Q20GW07C,哥伦比亚,DX -Juguetes para niños,10,brigittedelgado,2022-11-10 23:14:03,无留言,异常单,0.001494,1927.0,555.0,1156.0,0.0,13200.0,14250.0,0.0,17888.0,22929.0,4800.0,0.0,0.0,27729.0,6180.0,9.23292,"[['HX4314-B(with box)', 'https://co.xiapibuy.com/product/830824436/18743330707', 1]]"
221110Q1FGAAV2,智利,dx795.cl,10,yudithconsuelo,2022-11-10 23:08:22,无留言,线上支付,0.007488,1762.0,352.0,1057.0,0.0,10170.0,9980.0,0.0,13151.0,17619.0,0.0,1860.0,0.0,19479.0,6328.0,47.384064,"[['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 2], ['HA5662-Pocoyo', 'https://cl.xiapibuy.com/product/830835870/21629809254', 1]]"
221110Q1ETCADM,巴西,dx795.br,10,ivoneteenevess,2022-11-10 23:04:21,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,25.6,25.6,0.0,25.6,55.99,0.0,0.0,0.0,55.99,30.39,42.643248,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/799345426/14588666368', 1]]"
221110Q0CA1CVC,越南,pet795.vn,10,v_v9s0id_q,2022-11-10 22:44:50,无留言,货到付款,0.000291,853.0,284.0,1034.0,0.0,19700.0,19700.0,0.0,21871.0,12926.0,0.0,17000.0,0.0,29926.0,8055.0,2.344005,"[['GA6021-Caterpillar2', 'https://vn.xiapibuy.com/product/841366633/20141340294', 1]]"
221110PYWHX366,巴西,dx795.br,10,elisangelagondim10,2022-11-10 22:36:34,无留言,线上支付,1.4032,4.63,1.52,3.47,0.0,45.4,42.7,0.0,52.32,57.91,18.0,0.0,0.0,75.91,23.59,33.101488,"[['HJ8592-Random', 'https://br.xiapibuy.com/product/799345426/13994484676', 3]]"
221110PYT2D8AF,巴西,dx795.br,10,elisangelagondim10,2022-11-10 22:34:37,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,27.4,27.4,0.0,27.4,57.91,0.0,0.0,0.0,57.91,30.51,42.811632,"[['HJ8592-Random', 'https://br.xiapibuy.com/product/799345426/13994484676', 3]]"
